site,date,race
BWH,2020-06-27,Black
BWH,2020-06-27,White
BWH,2020-06-27,White
BWH,2020-06-27,White
BWH,2020-06-28,Asian
BWH,2020-06-28,White
BWH,2020-06-28,Black
BWH,2020-06-28,White
BWH,2020-06-28,Asian
BWH,2020-06-28,Black
BWH,2020-06-28,Asian
BWH,2020-06-28,Black
BWH,2020-06-28,Asian
BWH,2020-06-29,Black
BWH,2020-06-29,White
BWH,2020-06-29,Black
BWH,2020-06-29,Black
BWH,2020-06-29,White
BWH,2020-06-29,White
BWH,2020-06-29,White
BWH,2020-06-29,Black
BWH,2020-06-29,Asian
BWH,2020-06-29,Black
BWH,2020-06-30,Black
BWH,2020-06-30,Black
BWH,2020-06-30,White
BWH,2020-06-30,White
BWH,2020-06-30,Black
BWH,2020-07-01,Black
BWH,2020-07-01,Asian
BWH,2020-07-01,Black
BWH,2020-07-02,Asian
BWH,2020-07-02,White
BWH,2020-07-02,Black
BWH,2020-07-02,White
BWH,2020-07-02,White
BWH,2020-07-03,Hispanic
BWH,2020-07-03,Black
BWH,2020-07-03,Asian
BWH,2020-07-03,Asian
BWH,2020-07-03,White
BWH,2020-07-04,Black
BWH,2020-07-04,White
BWH,2020-07-04,Hispanic
BWH,2020-07-04,Asian
BWH,2020-07-04,Asian
BWH,2020-07-04,Hispanic
BWH,2020-07-04,Hispanic
BWH,2020-07-04,Black
BWH,2020-07-04,White
BWH,2020-07-05,Black
BWH,2020-07-05,Hispanic
BWH,2020-07-05,Hispanic
BWH,2020-07-06,White
BWH,2020-07-06,Asian
BWH,2020-07-06,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Black
BWH,2020-07-07,Asian
BWH,2020-07-07,White
BWH,2020-07-08,Asian
BWH,2020-07-09,Hispanic
BWH,2020-07-09,White
BWH,2020-07-09,Hispanic
BWH,2020-07-09,White
BWH,2020-07-09,Hispanic
BWH,2020-07-09,Black
BWH,2020-07-09,Black
BWH,2020-07-09,Asian
BWH,2020-07-10,Black
BWH,2020-07-10,Black
BWH,2020-07-11,Hispanic
BWH,2020-07-11,Black
BWH,2020-07-11,White
BWH,2020-07-11,Black
BWH,2020-07-11,Black
BWH,2020-07-11,Asian
BWH,2020-07-11,Black
BWH,2020-07-11,White
BWH,2020-07-11,Black
BWH,2020-07-12,Hispanic
BWH,2020-07-13,Black
BWH,2020-07-13,Black
BWH,2020-07-13,Black
BWH,2020-07-13,White
BWH,2020-07-13,Black
BWH,2020-07-13,Asian
BWH,2020-07-13,Hispanic
BWH,2020-07-13,Asian
BWH,2020-07-13,Black
BWH,2020-07-14,Black
BWH,2020-07-14,White
BWH,2020-07-14,Black
BWH,2020-07-15,Hispanic
BWH,2020-07-15,Black
BWH,2020-07-15,Black
BWH,2020-07-15,Black
BWH,2020-07-15,White
BWH,2020-07-15,Hispanic
BWH,2020-07-16,Black
BWH,2020-07-16,White
BWH,2020-07-16,White
BWH,2020-07-16,Black
BWH,2020-07-16,White
BWH,2020-07-16,Black
BWH,2020-07-16,White
BWH,2020-07-16,Hispanic
BWH,2020-07-16,White
BWH,2020-07-16,Asian
BWH,2020-07-17,Black
BWH,2020-07-17,Black
BWH,2020-07-17,White
BWH,2020-07-17,Black
BWH,2020-07-17,Hispanic
BWH,2020-07-17,Black
BWH,2020-07-17,Hispanic
BWH,2020-07-17,Black
BWH,2020-07-17,Black
BWH,2020-07-17,Black
BWH,2020-07-18,Black
BWH,2020-07-18,White
BWH,2020-07-18,Hispanic
BWH,2020-07-19,Black
BWH,2020-07-19,White
BWH,2020-07-19,Hispanic
BWH,2020-07-20,White
BWH,2020-07-20,Black
BWH,2020-07-20,White
BWH,2020-07-21,Black
BWH,2020-07-21,Hispanic
BWH,2020-07-22,Asian
BWH,2020-07-22,White
BWH,2020-07-22,Hispanic
BWH,2020-07-22,White
BWH,2020-07-22,White
BWH,2020-07-22,White
BWH,2020-07-22,Black
BWH,2020-07-22,White
BWH,2020-07-22,White
BWH,2020-07-23,Asian
BWH,2020-07-23,Hispanic
BWH,2020-07-23,White
BWH,2020-07-23,Asian
BWH,2020-07-23,White
BWH,2020-07-23,Black
BWH,2020-07-23,Black
BWH,2020-07-24,White
BWH,2020-07-25,White
BWH,2020-07-26,White
BWH,2020-07-26,Black
BWH,2020-07-26,White
BWH,2020-07-26,Black
BWH,2020-07-26,Black
BWH,2020-07-27,Black
BWH,2020-07-27,Black
BWH,2020-07-27,Black
BWH,2020-07-27,Hispanic
BWH,2020-07-27,Black
BWH,2020-07-27,Black
BWH,2020-07-27,Black
BWH,2020-07-27,Black
BWH,2020-07-27,Asian
BWH,2020-07-28,White
BWH,2020-07-28,White
BWH,2020-07-29,White
BWH,2020-07-29,White
BWH,2020-07-29,White
BWH,2020-07-29,Hispanic
BWH,2020-07-29,Black
BWH,2020-07-29,White
BWH,2020-07-29,Black
BWH,2020-07-30,Black
BWH,2020-07-30,Black
BWH,2020-07-30,Hispanic
BWH,2020-07-30,Hispanic
BWH,2020-07-30,Hispanic
BWH,2020-07-30,Black
BWH,2020-07-30,Hispanic
BWH,2020-07-31,Black
BWH,2020-07-31,White
BWH,2020-07-31,Black
BWH,2020-07-31,White
BWH,2020-07-31,Black
BWH,2020-07-31,Hispanic
BWH,2020-07-31,Hispanic
BWH,2020-07-31,Asian
BWH,2020-08-01,White
BWH,2020-08-01,Asian
BWH,2020-08-02,White
BWH,2020-08-02,Black
BWH,2020-08-02,Black
BWH,2020-08-02,Asian
BWH,2020-08-02,White
BWH,2020-08-02,White
BWH,2020-08-02,Hispanic
BWH,2020-08-02,Black
BWH,2020-08-03,Black
BWH,2020-08-03,White
BWH,2020-08-03,Asian
BWH,2020-08-03,Asian
BWH,2020-08-03,Black
BWH,2020-08-03,White
BWH,2020-08-03,Hispanic
BWH,2020-08-03,Black
BWH,2020-08-04,Black
BWH,2020-08-04,Asian
BWH,2020-08-04,Black
BWH,2020-08-04,White
BWH,2020-08-04,Black
BWH,2020-08-05,Black
BWH,2020-08-05,White
BWH,2020-08-05,White
BWH,2020-08-05,Black
BWH,2020-08-05,Black
BWH,2020-08-05,Black
BWH,2020-08-05,Hispanic
BWH,2020-08-05,Black
BWH,2020-08-06,Hispanic
BWH,2020-08-06,White
BWH,2020-08-06,White
BWH,2020-08-06,Asian
BWH,2020-08-06,White
BWH,2020-08-07,Black
BWH,2020-08-08,Black
BWH,2020-08-08,Black
BWH,2020-08-09,Asian
BWH,2020-08-10,White
BWH,2020-08-10,White
BWH,2020-08-10,White
BWH,2020-08-10,Hispanic
BWH,2020-08-10,Hispanic
BWH,2020-08-10,Black
BWH,2020-08-10,Asian
BWH,2020-08-11,White
BWH,2020-08-11,Black
BWH,2020-08-11,Hispanic
BWH,2020-08-12,Black
BWH,2020-08-12,Hispanic
BWH,2020-08-12,White
BWH,2020-08-12,Black
BWH,2020-08-12,Black
BWH,2020-08-12,Asian
BWH,2020-08-12,White
BWH,2020-08-12,Hispanic
BWH,2020-08-12,White
BWH,2020-08-13,Black
BWH,2020-08-13,White
BWH,2020-08-13,Black
BWH,2020-08-14,White
BWH,2020-08-14,Black
BWH,2020-08-14,Black
BWH,2020-08-14,Black
BWH,2020-08-14,Black
BWH,2020-08-14,White
BWH,2020-08-14,White
BWH,2020-08-14,White
BWH,2020-08-14,Black
BWH,2020-08-15,Black
BWH,2020-08-16,White
BWH,2020-08-16,Black
BWH,2020-08-16,White
BWH,2020-08-16,Black
BWH,2020-08-16,White
BWH,2020-08-17,Black
BWH,2020-08-17,Black
BWH,2020-08-17,Black
BWH,2020-08-17,Asian
BWH,2020-08-18,Black
BWH,2020-08-18,Black
BWH,2020-08-18,Black
BWH,2020-08-18,Black
BWH,2020-08-18,Black
BWH,2020-08-18,White
BWH,2020-08-18,Asian
BWH,2020-08-18,White
BWH,2020-08-19,Black
BWH,2020-08-19,Black
BWH,2020-08-19,White
BWH,2020-08-19,Black
BWH,2020-08-19,Black
BWH,2020-08-19,Black
BWH,2020-08-19,Black
BWH,2020-08-19,Asian
BWH,2020-08-19,Asian
BWH,2020-08-19,Black
BWH,2020-08-20,Black
BWH,2020-08-20,Black
BWH,2020-08-20,Black
BWH,2020-08-20,White
BWH,2020-08-20,Hispanic
BWH,2020-08-20,White
BWH,2020-08-20,Hispanic
BWH,2020-08-20,Black
BWH,2020-08-20,Black
BWH,2020-08-20,Black
BWH,2020-08-21,Black
BWH,2020-08-21,Black
BWH,2020-08-21,Black
BWH,2020-08-21,White
BWH,2020-08-21,Black
BWH,2020-08-21,White
BWH,2020-08-21,Hispanic
BWH,2020-08-21,White
BWH,2020-08-22,White
BWH,2020-08-22,White
BWH,2020-08-23,Asian
BWH,2020-08-23,Hispanic
BWH,2020-08-23,White
BWH,2020-08-24,Black
BWH,2020-08-24,Black
BWH,2020-08-24,White
BWH,2020-08-24,White
BWH,2020-08-24,Asian
BWH,2020-08-24,Black
BWH,2020-08-24,Hispanic
BWH,2020-08-24,White
BWH,2020-08-24,Black
BWH,2020-08-24,White
BWH,2020-08-25,Black
BWH,2020-08-25,Black
BWH,2020-08-25,White
BWH,2020-08-25,Black
BWH,2020-08-25,Black
BWH,2020-08-26,Asian
BWH,2020-08-26,Black
BWH,2020-08-26,Black
BWH,2020-08-26,Asian
BWH,2020-08-26,Black
BWH,2020-08-26,Hispanic
BWH,2020-08-26,White
BWH,2020-08-26,Asian
BWH,2020-08-26,Black
BWH,2020-08-26,Hispanic
BWH,2020-08-27,Hispanic
BWH,2020-08-27,Hispanic
BWH,2020-08-27,Black
BWH,2020-08-27,White
BWH,2020-08-27,White
BWH,2020-08-27,White
BWH,2020-08-28,White
BWH,2020-08-28,Hispanic
BWH,2020-08-28,Black
BWH,2020-08-28,Hispanic
BWH,2020-08-28,Black
BWH,2020-08-28,Asian
BWH,2020-08-28,Black
BWH,2020-08-28,Black
BWH,2020-08-28,Asian
BWH,2020-08-28,Black
BWH,2020-08-29,Black
BWH,2020-08-29,Black
BWH,2020-08-29,White
BWH,2020-08-29,Black
BWH,2020-08-30,Black
BWH,2020-08-30,Black
BWH,2020-08-30,White
BWH,2020-08-30,Hispanic
BWH,2020-08-30,White
BWH,2020-08-30,White
BWH,2020-08-30,Black
BWH,2020-08-31,Black
BWH,2020-08-31,Asian
BWH,2020-08-31,Black
BWH,2020-08-31,White
BWH,2020-08-31,Black
BWH,2020-08-31,Black
BWH,2020-08-31,Black
BWH,2020-09-01,Asian
BWH,2020-09-01,Hispanic
BWH,2020-09-01,Hispanic
BWH,2020-09-02,Black
BWH,2020-09-02,Black
BWH,2020-09-02,White
BWH,2020-09-02,White
BWH,2020-09-03,Asian
BWH,2020-09-03,Asian
BWH,2020-09-03,White
BWH,2020-09-03,Black
BWH,2020-09-03,Black
BWH,2020-09-03,Asian
BWH,2020-09-04,Black
BWH,2020-09-04,White
BWH,2020-09-04,Black
BWH,2020-09-05,Black
BWH,2020-09-05,White
BWH,2020-09-05,White
BWH,2020-09-05,Black
BWH,2020-09-06,Black
BWH,2020-09-06,Black
BWH,2020-09-06,White
BWH,2020-09-06,Black
BWH,2020-09-06,Black
BWH,2020-09-06,Asian
BWH,2020-09-06,Asian
BWH,2020-09-06,White
BWH,2020-09-06,White
BWH,2020-09-07,Black
BWH,2020-09-07,Hispanic
BWH,2020-09-07,Hispanic
BWH,2020-09-07,Black
BWH,2020-09-07,Black
BWH,2020-09-07,Asian
BWH,2020-09-07,Asian
BWH,2020-09-07,Hispanic
BWH,2020-09-08,Asian
BWH,2020-09-08,Asian
BWH,2020-09-08,Hispanic
BWH,2020-09-08,Hispanic
BWH,2020-09-08,White
BWH,2020-09-08,Black
BWH,2020-09-08,Hispanic
BWH,2020-09-08,White
BWH,2020-09-09,Asian
BWH,2020-09-09,Hispanic
BWH,2020-09-09,Black
BWH,2020-09-09,White
BWH,2020-09-09,Black
BWH,2020-09-09,Asian
BWH,2020-09-09,Hispanic
BWH,2020-09-10,Asian
BWH,2020-09-10,White
BWH,2020-09-10,White
BWH,2020-09-10,White
BWH,2020-09-11,White
BWH,2020-09-11,Hispanic
BWH,2020-09-11,Black
BWH,2020-09-11,White
BWH,2020-09-11,Black
BWH,2020-09-11,Asian
BWH,2020-09-11,Black
BWH,2020-09-12,Black
BWH,2020-09-12,Black
BWH,2020-09-12,White
BWH,2020-09-12,Black
BWH,2020-09-12,Black
BWH,2020-09-12,White
BWH,2020-09-12,Black
BWH,2020-09-13,Black
BWH,2020-09-13,Hispanic
BWH,2020-09-13,Black
BWH,2020-09-13,White
BWH,2020-09-13,Black
BWH,2020-09-13,Black
BWH,2020-09-13,Asian
BWH,2020-09-13,Black
BWH,2020-09-14,Black
BWH,2020-09-14,Asian
BWH,2020-09-14,White
BWH,2020-09-14,Black
BWH,2020-09-14,Black
BWH,2020-09-14,Black
BWH,2020-09-14,Black
BWH,2020-09-15,Black
BWH,2020-09-15,Black
BWH,2020-09-15,Asian
BWH,2020-09-15,White
BWH,2020-09-15,Black
BWH,2020-09-15,Black
BWH,2020-09-15,Black
BWH,2020-09-15,Black
BWH,2020-09-15,White
BWH,2020-09-15,White
BWH,2020-09-16,Asian
BWH,2020-09-16,Black
BWH,2020-09-16,White
BWH,2020-09-16,Black
BWH,2020-09-16,White
BWH,2020-09-17,White
BWH,2020-09-17,Asian
BWH,2020-09-17,White
BWH,2020-09-17,White
BWH,2020-09-17,White
BWH,2020-09-18,Hispanic
BWH,2020-09-18,Black
BWH,2020-09-18,Black
BWH,2020-09-18,White
BWH,2020-09-18,Asian
BWH,2020-09-18,Black
BWH,2020-09-18,Black
BWH,2020-09-18,Asian
BWH,2020-09-18,Hispanic
BWH,2020-09-19,Black
BWH,2020-09-19,Asian
BWH,2020-09-20,Black
BWH,2020-09-20,Hispanic
BWH,2020-09-20,Asian
BWH,2020-09-20,Black
BWH,2020-09-20,Hispanic
BWH,2020-09-20,Black
BWH,2020-09-20,Asian
BWH,2020-09-20,Hispanic
BWH,2020-09-21,Black
BWH,2020-09-22,Hispanic
BWH,2020-09-22,Black
BWH,2020-09-22,White
BWH,2020-09-22,Asian
BWH,2020-09-23,Black
BWH,2020-09-23,Hispanic
BWH,2020-09-23,Black
BWH,2020-09-23,White
BWH,2020-09-23,Hispanic
BWH,2020-09-24,Hispanic
BWH,2020-09-24,Black
BWH,2020-09-24,Asian
BWH,2020-09-24,Black
BWH,2020-09-24,White
BWH,2020-09-24,White
BWH,2020-09-24,Hispanic
BWH,2020-09-24,Asian
BWH,2020-09-24,White
BWH,2020-09-24,Black
BWH,2020-09-25,Black
BWH,2020-09-25,Hispanic
BWH,2020-09-25,Asian
BWH,2020-09-25,Black
BWH,2020-09-25,Black
BWH,2020-09-25,Black
BWH,2020-09-25,Asian
BWH,2020-09-25,Black
BWH,2020-09-25,Hispanic
BWH,2020-09-26,Black
BWH,2020-09-26,Black
BWH,2020-09-26,Asian
BWH,2020-09-26,Black
BWH,2020-09-26,White
BWH,2020-09-26,Asian
BWH,2020-09-26,Black
BWH,2020-09-26,White
BWH,2020-09-26,White
BWH,2020-09-27,White
BWH,2020-09-27,Black
BWH,2020-09-28,Black
BWH,2020-09-28,Asian
BWH,2020-09-28,Black
BWH,2020-09-28,Asian
BWH,2020-09-29,Black
BWH,2020-09-29,Hispanic
BWH,2020-09-29,Black
BWH,2020-09-29,Hispanic
BWH,2020-09-29,Black
BWH,2020-09-30,Asian
BWH,2020-09-30,Asian
BWH,2020-10-01,White
BWH,2020-10-01,White
BWH,2020-10-02,Black
BWH,2020-10-03,Black
BWH,2020-10-03,Black
BWH,2020-10-04,Hispanic
BWH,2020-10-04,Hispanic
BWH,2020-10-04,Black
BWH,2020-10-04,Asian
BWH,2020-10-04,Black
BWH,2020-10-04,Black
BWH,2020-10-04,Asian
BWH,2020-10-04,Asian
BWH,2020-10-04,Asian
BWH,2020-10-05,Black
BWH,2020-10-05,Asian
BWH,2020-10-05,Black
BWH,2020-10-05,Asian
BWH,2020-10-05,Black
BWH,2020-10-05,White
BWH,2020-10-05,Hispanic
BWH,2020-10-06,Black
BWH,2020-10-06,Black
BWH,2020-10-06,Black
BWH,2020-10-06,Black
BWH,2020-10-06,Black
BWH,2020-10-06,White
BWH,2020-10-06,White
BWH,2020-10-06,Hispanic
BWH,2020-10-06,Asian
BWH,2020-10-06,Hispanic
BWH,2020-10-07,Black
BWH,2020-10-07,Black
BWH,2020-10-07,Black
BWH,2020-10-08,White
BWH,2020-10-08,White
BWH,2020-10-08,Black
BWH,2020-10-08,Black
BWH,2020-10-08,Black
BWH,2020-10-08,Hispanic
BWH,2020-10-08,Asian
BWH,2020-10-09,Black
BWH,2020-10-09,Hispanic
BWH,2020-10-09,Black
BWH,2020-10-09,Asian
BWH,2020-10-09,Black
BWH,2020-10-09,Black
BWH,2020-10-09,Black
BWH,2020-10-10,White
BWH,2020-10-10,White
BWH,2020-10-10,White
BWH,2020-10-10,Black
BWH,2020-10-11,Hispanic
BWH,2020-10-11,Black
BWH,2020-10-11,White
BWH,2020-10-11,Black
BWH,2020-10-11,Hispanic
BWH,2020-10-11,White
BWH,2020-10-11,Black
BWH,2020-10-11,White
BWH,2020-10-11,White
BWH,2020-10-11,White
BWH,2020-10-12,Black
BWH,2020-10-12,Black
BWH,2020-10-12,Asian
BWH,2020-10-12,Hispanic
BWH,2020-10-12,Black
BWH,2020-10-12,Asian
BWH,2020-10-12,White
BWH,2020-10-12,White
BWH,2020-10-12,Hispanic
BWH,2020-10-13,Hispanic
BWH,2020-10-13,Black
BWH,2020-10-13,Black
BWH,2020-10-13,Black
BWH,2020-10-13,White
BWH,2020-10-14,White
BWH,2020-10-15,White
BWH,2020-10-15,White
BWH,2020-10-15,Black
BWH,2020-10-15,Black
BWH,2020-10-15,Black
BWH,2020-10-16,Black
BWH,2020-10-16,White
BWH,2020-10-16,Black
BWH,2020-10-16,Black
BWH,2020-10-16,Hispanic
BWH,2020-10-16,Asian
BWH,2020-10-17,Black
BWH,2020-10-17,Asian
BWH,2020-10-17,Black
BWH,2020-10-17,Asian
BWH,2020-10-17,Black
BWH,2020-10-18,Black
BWH,2020-10-18,Asian
BWH,2020-10-18,Asian
BWH,2020-10-18,Black
BWH,2020-10-18,Asian
BWH,2020-10-19,Black
BWH,2020-10-19,White
BWH,2020-10-19,Hispanic
BWH,2020-10-19,Black
BWH,2020-10-19,Black
BWH,2020-10-19,White
BWH,2020-10-19,Black
BWH,2020-10-20,Black
BWH,2020-10-21,Hispanic
BWH,2020-10-22,Black
BWH,2020-10-22,Asian
BWH,2020-10-22,Asian
BWH,2020-10-23,Hispanic
BWH,2020-10-23,Black
BWH,2020-10-23,Black
BWH,2020-10-23,Hispanic
BWH,2020-10-23,White
BWH,2020-10-24,Black
BWH,2020-10-24,Black
BWH,2020-10-24,Black
BWH,2020-10-25,Black
BWH,2020-10-25,Black
BWH,2020-10-26,Black
BWH,2020-10-26,Asian
BWH,2020-10-26,Asian
BWH,2020-10-26,Asian
BWH,2020-10-27,Black
BWH,2020-10-27,Black
BWH,2020-10-27,Black
BWH,2020-10-27,Black
BWH,2020-10-27,White
BWH,2020-10-27,Black
BWH,2020-10-27,Black
BWH,2020-10-28,Asian
BWH,2020-10-28,Asian
BWH,2020-10-29,Black
BWH,2020-10-29,Hispanic
BWH,2020-10-29,Hispanic
BWH,2020-10-29,Black
BWH,2020-10-30,Black
BWH,2020-10-30,Black
BWH,2020-10-30,Asian
BWH,2020-10-30,White
BWH,2020-10-30,Black
BWH,2020-10-31,Black
BWH,2020-10-31,Black
BWH,2020-10-31,Black
BWH,2020-10-31,White
BWH,2020-10-31,White
BWH,2020-10-31,Hispanic
BWH,2020-10-31,Hispanic
BWH,2020-10-31,White
BWH,2020-11-01,Hispanic
BWH,2020-11-01,Hispanic
BWH,2020-11-01,Black
BWH,2020-11-02,Asian
BWH,2020-11-02,Asian
BWH,2020-11-02,Black
BWH,2020-11-02,White
BWH,2020-11-03,Asian
BWH,2020-11-03,Black
BWH,2020-11-03,Black
BWH,2020-11-04,White
BWH,2020-11-04,Asian
BWH,2020-11-04,Black
BWH,2020-11-04,White
BWH,2020-11-04,Hispanic
BWH,2020-11-04,Black
BWH,2020-11-04,Black
BWH,2020-11-04,Black
BWH,2020-11-04,Asian
BWH,2020-11-05,Black
BWH,2020-11-05,Black
BWH,2020-11-05,Hispanic
BWH,2020-11-06,Black
BWH,2020-11-06,Black
BWH,2020-11-06,White
BWH,2020-11-06,White
BWH,2020-11-06,White
BWH,2020-11-07,Asian
BWH,2020-11-07,White
BWH,2020-11-07,Black
BWH,2020-11-07,Black
BWH,2020-11-07,White
BWH,2020-11-07,Hispanic
BWH,2020-11-07,Black
BWH,2020-11-07,Black
BWH,2020-11-08,White
BWH,2020-11-09,Black
BWH,2020-11-09,Hispanic
BWH,2020-11-09,Hispanic
BWH,2020-11-09,Black
BWH,2020-11-09,Hispanic
BWH,2020-11-10,Black
BWH,2020-11-10,White
BWH,2020-11-10,Black
BWH,2020-11-10,White
BWH,2020-11-10,Asian
BWH,2020-11-10,Hispanic
BWH,2020-11-10,Asian
BWH,2020-11-10,Black
BWH,2020-11-10,Black
BWH,2020-11-11,Hispanic
BWH,2020-11-11,White
BWH,2020-11-11,White
BWH,2020-11-11,Black
BWH,2020-11-11,Hispanic
BWH,2020-11-11,White
BWH,2020-11-11,Black
BWH,2020-11-11,Black
BWH,2020-11-11,White
BWH,2020-11-12,Black
BWH,2020-11-12,Asian
BWH,2020-11-12,Black
BWH,2020-11-12,Hispanic
BWH,2020-11-13,White
BWH,2020-11-14,Black
BWH,2020-11-14,Black
BWH,2020-11-14,Asian
BWH,2020-11-14,Asian
BWH,2020-11-14,Black
BWH,2020-11-15,Asian
BWH,2020-11-15,Hispanic
BWH,2020-11-15,Hispanic
BWH,2020-11-15,Asian
BWH,2020-11-15,White
BWH,2020-11-15,White
BWH,2020-11-15,Hispanic
BWH,2020-11-15,Black
BWH,2020-11-15,Black
BWH,2020-11-15,White
BWH,2020-11-16,Asian
BWH,2020-11-16,Asian
BWH,2020-11-16,Hispanic
BWH,2020-11-16,White
BWH,2020-11-16,Asian
BWH,2020-11-16,White
BWH,2020-11-16,White
BWH,2020-11-16,White
BWH,2020-11-17,Asian
BWH,2020-11-18,Black
BWH,2020-11-18,Black
BWH,2020-11-19,White
BWH,2020-11-19,Black
BWH,2020-11-19,Black
BWH,2020-11-19,Black
BWH,2020-11-20,Hispanic
BWH,2020-11-20,Black
BWH,2020-11-20,White
BWH,2020-11-20,Black
BWH,2020-11-21,Asian
BWH,2020-11-21,Black
BWH,2020-11-21,Black
BWH,2020-11-21,Black
BWH,2020-11-21,Black
BWH,2020-11-21,Asian
BWH,2020-11-22,Asian
BWH,2020-11-22,White
BWH,2020-11-22,Black
BWH,2020-11-22,Hispanic
BWH,2020-11-22,White
BWH,2020-11-22,Hispanic
BWH,2020-11-22,Black
BWH,2020-11-22,Asian
BWH,2020-11-22,Black
BWH,2020-11-22,Hispanic
BWH,2020-11-23,White
BWH,2020-11-23,Black
BWH,2020-11-23,Asian
BWH,2020-11-23,White
BWH,2020-11-24,Black
BWH,2020-11-24,Black
BWH,2020-11-24,Asian
BWH,2020-11-25,Hispanic
BWH,2020-11-25,White
BWH,2020-11-25,White
BWH,2020-11-25,Black
BWH,2020-11-26,Asian
BWH,2020-11-27,White
BWH,2020-11-27,Asian
BWH,2020-11-27,Hispanic
BWH,2020-11-27,White
BWH,2020-11-27,Asian
BWH,2020-11-27,Black
BWH,2020-11-27,Black
BWH,2020-11-27,Black
BWH,2020-11-28,Black
BWH,2020-11-28,Black
BWH,2020-11-28,Asian
BWH,2020-11-28,Black
BWH,2020-11-28,Black
BWH,2020-11-28,Asian
BWH,2020-11-28,White
BWH,2020-11-29,White
BWH,2020-11-29,Black
BWH,2020-11-30,Hispanic
BWH,2020-12-01,White
BWH,2020-12-01,Hispanic
BWH,2020-12-01,Black
BWH,2020-12-01,Hispanic
BWH,2020-12-01,Black
BWH,2020-12-01,Black
BWH,2020-12-02,Hispanic
BWH,2020-12-02,Asian
BWH,2020-12-02,Black
BWH,2020-12-02,Black
BWH,2020-12-02,Black
BWH,2020-12-02,Hispanic
BWH,2020-12-02,White
BWH,2020-12-02,Black
BWH,2020-12-02,Black
BWH,2020-12-02,Black
BWH,2020-12-03,Black
BWH,2020-12-03,Hispanic
BWH,2020-12-03,Black
BWH,2020-12-03,Asian
BWH,2020-12-03,Asian
BWH,2020-12-03,Asian
BWH,2020-12-03,Black
BWH,2020-12-03,Hispanic
BWH,2020-12-04,Hispanic
BWH,2020-12-04,Black
BWH,2020-12-04,Hispanic
BWH,2020-12-04,Black
BWH,2020-12-04,White
BWH,2020-12-04,White
BWH,2020-12-04,White
BWH,2020-12-04,Black
BWH,2020-12-05,White
BWH,2020-12-05,Black
BWH,2020-12-05,Black
BWH,2020-12-05,Black
BWH,2020-12-05,Black
BWH,2020-12-06,Black
BWH,2020-12-06,Asian
BWH,2020-12-06,White
BWH,2020-12-06,Asian
BWH,2020-12-06,Black
BWH,2020-12-07,White
BWH,2020-12-07,Black
BWH,2020-12-07,White
BWH,2020-12-08,White
BWH,2020-12-08,White
BWH,2020-12-09,White
BWH,2020-12-09,White
BWH,2020-12-09,White
BWH,2020-12-09,Black
BWH,2020-12-09,Black
BWH,2020-12-09,Asian
BWH,2020-12-10,White
BWH,2020-12-10,White
BWH,2020-12-10,Hispanic
BWH,2020-12-11,Asian
BWH,2020-12-11,Black
BWH,2020-12-11,Asian
BWH,2020-12-11,Asian
BWH,2020-12-11,Black
BWH,2020-12-11,Black
BWH,2020-12-11,White
BWH,2020-12-12,Black
BWH,2020-12-12,White
BWH,2020-12-13,Black
BWH,2020-12-13,White
BWH,2020-12-13,Black
BWH,2020-12-13,Black
BWH,2020-12-14,Black
BWH,2020-12-14,Asian
BWH,2020-12-14,White
BWH,2020-12-14,Black
BWH,2020-12-14,Black
BWH,2020-12-15,Black
BWH,2020-12-15,Hispanic
BWH,2020-12-15,Hispanic
BWH,2020-12-15,Black
BWH,2020-12-15,Black
BWH,2020-12-16,White
BWH,2020-12-16,Hispanic
BWH,2020-12-16,Black
BWH,2020-12-16,Black
BWH,2020-12-16,Black
BWH,2020-12-16,White
BWH,2020-12-16,Asian
BWH,2020-12-16,Hispanic
BWH,2020-12-17,Hispanic
BWH,2020-12-17,Asian
BWH,2020-12-17,Black
BWH,2020-12-17,Black
BWH,2020-12-17,Black
BWH,2020-12-18,Black
BWH,2020-12-18,White
BWH,2020-12-19,Black
BWH,2020-12-19,Black
BWH,2020-12-19,Black
BWH,2020-12-19,Hispanic
BWH,2020-12-19,Asian
BWH,2020-12-19,Asian
BWH,2020-12-19,Black
BWH,2020-12-19,Black
BWH,2020-12-19,White
BWH,2020-12-20,White
BWH,2020-12-20,Asian
BWH,2020-12-20,Black
BWH,2020-12-20,Black
BWH,2020-12-20,Black
BWH,2020-12-20,Hispanic
BWH,2020-12-20,White
BWH,2020-12-21,Asian
BWH,2020-12-21,Black
BWH,2020-12-21,Black
BWH,2020-12-21,Black
BWH,2020-12-21,Black
BWH,2020-12-21,Black
BWH,2020-12-21,Black
BWH,2020-12-21,Asian
BWH,2020-12-21,Black
BWH,2020-12-21,White
BWH,2020-12-22,Black
BWH,2020-12-22,White
BWH,2020-12-23,Hispanic
BWH,2020-12-23,Black
BWH,2020-12-24,White
BWH,2020-12-24,Hispanic
BWH,2020-12-24,Black
BWH,2020-12-24,Black
BWH,2020-12-24,White
BWH,2020-12-24,White
BWH,2020-12-24,Black
BWH,2020-12-24,Black
BWH,2020-12-24,Black
BWH,2020-12-24,Hispanic
BWH,2020-12-25,Hispanic
